invoice_id,transaction_id,expert_type,expert_email,expert_opinion,created_at
b7766a9f-e263-44a6-ac76-bcc2ca2a99fc,4e520822-0492-45f1-849c-49f9578e308f,user,robert@vectorvelocity.com,rejected,2025-01-20 12:00:00
2628787c-e21e-42ef-8473-2a4d5c3ca32d,67e7da2e-cc5e-4231-8e29-d689eb5db3c5,user,christine@cloudstream.com,rejected,2025-01-21 16:00:00
77cac750-7946-46fb-b38a-187456fb23ee,53944fd1-464b-4856-a363-e2d8ffad2207,system,system@re-cap.com,approved,2025-01-22 11:00:00
15470ad2-7096-413f-9e45-d7f7a8ea5734,53944fd1-464b-4856-a363-e2d8ffad2207,system,system@re-cap.com,approved,2025-01-22 11:00:00
e855b9b0-a747-4005-bfe5-357c422a1408,4e520822-0492-45f1-849c-49f9578e308f,user,nicole@vectorvelocity.com,rejected,2025-01-22 13:00:00
a197d3bd-08c2-4c8f-a8a8-2be07dbd6802,5df89276-adbf-4e8c-813d-03a594c0eb40,user,jessica@etlenterprises.com,rejected,2025-01-22 15:00:00
966bd179-e411-4298-bd80-0c5d160ac84f,2e59cc34-6fbc-413d-b49a-6fb65eb9f898,user,nicole@datalake.com,rejected,2025-01-22 17:00:00
ad41898c-226c-419f-a13c-124d928e5dcb,0084857e-28e2-47f9-ad01-abb8f6f357bb,user,robert@etlenterprises.com,rejected,2025-01-23 09:00:00
91fe9745-3aaa-4a55-8f73-3e09fdfca1d8,5df89276-adbf-4e8c-813d-03a594c0eb40,user,peter@etlenterprises.com,rejected,2025-01-23 16:00:00
519298a7-5de5-4754-98a3-9a79bed19555,fc184a47-04fc-443f-bc6f-ef7716040122,system,system@re-cap.com,approved,2025-01-24 09:00:00
930f29d3-76fa-4ab5-8a8d-80e9bc3d6f87,19c42a2b-0062-4174-a5f5-135ed54b93de,user,jessica@algorhythm.com,rejected,2025-01-24 11:00:00
e948f070-1821-4ae9-9b03-cfdef117b012,19c42a2b-0062-4174-a5f5-135ed54b93de,user,christine@algorhythm.com,rejected,2025-01-25 17:00:00
a221078a-4bbf-4797-af6f-f23a4c9843a4,0084857e-28e2-47f9-ad01-abb8f6f357bb,user,lisa@etlenterprises.com,rejected,2025-01-26 14:00:00
77cac750-7946-46fb-b38a-187456fb23ee,53944fd1-464b-4856-a363-e2d8ffad2207,user,john@datalake.com,rejected,2025-01-26 14:00:00
ce38439f-aa46-4dad-9b4e-f9540ff834b9,d9827b83-cc5f-4046-8577-5238d65fac46,system,system@re-cap.com,approved,2025-01-27 09:00:00
fdfe9070-5d32-4373-8aa7-1a7070591b93,d9827b83-cc5f-4046-8577-5238d65fac46,system,system@re-cap.com,approved,2025-01-27 10:00:00
f97d21c1-7ada-45d1-9b01-865b1c557884,d9827b83-cc5f-4046-8577-5238d65fac46,system,system@re-cap.com,approved,2025-01-27 11:00:00
632e58b9-30b7-4124-81a6-a4baef2632f4,d9827b83-cc5f-4046-8577-5238d65fac46,system,system@re-cap.com,approved,2025-01-27 11:00:00
682bad05-948f-4753-907b-07f321119452,d9827b83-cc5f-4046-8577-5238d65fac46,system,system@re-cap.com,approved,2025-01-27 12:00:00
0cfb9c6c-44d7-4f15-ab14-3650cf22dcb4,0084857e-28e2-47f9-ad01-abb8f6f357bb,user,nicole@etlenterprises.com,rejected,2025-01-27 12:00:00
fd9a43e2-7909-452b-a107-bb860720acef,d9827b83-cc5f-4046-8577-5238d65fac46,system,system@re-cap.com,approved,2025-01-27 12:00:00
15470ad2-7096-413f-9e45-d7f7a8ea5734,53944fd1-464b-4856-a363-e2d8ffad2207,user,lisa@datalake.com,rejected,2025-01-27 13:00:00
519298a7-5de5-4754-98a3-9a79bed19555,fc184a47-04fc-443f-bc6f-ef7716040122,user,john@algorhythm.com,rejected,2025-01-28 09:00:00
62847483-c9df-4b70-aea6-2dfdedfe24f1,41541202-8191-478d-9707-14119c0fe9b7,system,system@re-cap.com,approved,2025-01-28 10:00:00
9fd81d88-c992-47b4-8a32-79b62730f586,0084857e-28e2-47f9-ad01-abb8f6f357bb,user,maria@etlenterprises.com,rejected,2025-01-28 10:00:00
2a164a32-b965-47f8-aca5-9053a42b99ce,41541202-8191-478d-9707-14119c0fe9b7,system,system@re-cap.com,approved,2025-01-28 11:00:00
a0f7d389-5b06-4522-8bbc-edf5077414eb,41541202-8191-478d-9707-14119c0fe9b7,system,system@re-cap.com,approved,2025-01-28 14:00:00
fed0dc73-269f-4e24-b6a6-1b4963e14f8a,0084857e-28e2-47f9-ad01-abb8f6f357bb,user,peter@etlenterprises.com,approved,2025-01-29 09:00:00
a644f4a8-c3d5-49b6-8cb5-d4caff62e061,5f5b1c83-f8cf-42b6-b268-39090b92a2e4,system,system@re-cap.com,approved,2025-01-29 10:00:00
66879e5e-216a-4153-9c9b-f6794e97dd8f,5f5b1c83-f8cf-42b6-b268-39090b92a2e4,system,system@re-cap.com,approved,2025-01-29 11:00:00
895a6833-d83d-4a5a-a2c3-de35b341d00a,5f5b1c83-f8cf-42b6-b268-39090b92a2e4,system,system@re-cap.com,approved,2025-01-29 12:00:00
095795ca-2eca-499b-805d-82d79bca6cdc,647ed32c-5865-4e84-b0e6-b309d755626b,system,system@re-cap.com,approved,2025-01-30 08:00:00
0ee25997-0e06-47fb-9e2b-3ec5b8b5c255,647ed32c-5865-4e84-b0e6-b309d755626b,system,system@re-cap.com,approved,2025-01-30 09:00:00
4687e6a7-5284-4823-bc34-8fa25c8e038b,647ed32c-5865-4e84-b0e6-b309d755626b,system,system@re-cap.com,approved,2025-01-30 11:00:00
e6248fef-01fc-4013-bbd1-f130b7df0855,647ed32c-5865-4e84-b0e6-b309d755626b,system,system@re-cap.com,approved,2025-01-30 12:00:00
c4727a0b-9c60-45bd-9f3c-583747b43546,647ed32c-5865-4e84-b0e6-b309d755626b,system,system@re-cap.com,approved,2025-01-30 12:00:00
f97d21c1-7ada-45d1-9b01-865b1c557884,d9827b83-cc5f-4046-8577-5238d65fac46,user,john@etlenterprises.com,rejected,2025-01-30 16:00:00
4b032be2-f3ae-498f-abf9-84ec76fdb218,8a823e9b-6207-434f-81e7-db72d31ae7ca,system,system@re-cap.com,approved,2025-01-31 12:00:00
2a164a32-b965-47f8-aca5-9053a42b99ce,41541202-8191-478d-9707-14119c0fe9b7,user,lisa@vectorvelocity.com,rejected,2025-01-31 12:00:00
62847483-c9df-4b70-aea6-2dfdedfe24f1,41541202-8191-478d-9707-14119c0fe9b7,user,john@vectorvelocity.com,rejected,2025-02-01 10:00:00
66879e5e-216a-4153-9c9b-f6794e97dd8f,5f5b1c83-f8cf-42b6-b268-39090b92a2e4,user,lisa@datalake.com,rejected,2025-02-01 11:00:00
fdfe9070-5d32-4373-8aa7-1a7070591b93,d9827b83-cc5f-4046-8577-5238d65fac46,user,peter@etlenterprises.com,rejected,2025-02-01 12:00:00
0ee25997-0e06-47fb-9e2b-3ec5b8b5c255,647ed32c-5865-4e84-b0e6-b309d755626b,user,maria@etlenterprises.com,rejected,2025-02-01 13:00:00
e4e9eec7-1b2d-475a-aaf1-6c99610cfe25,ebeb2208-a194-4325-9704-ef476b9a2f6c,system,system@re-cap.com,approved,2025-02-02 08:00:00
38c58ef8-e037-484d-a490-facb3ae3cbd0,ebeb2208-a194-4325-9704-ef476b9a2f6c,system,system@re-cap.com,approved,2025-02-02 08:00:00
43e05995-d89d-424d-ac97-e4dc3ca435a2,ebeb2208-a194-4325-9704-ef476b9a2f6c,system,system@re-cap.com,approved,2025-02-02 13:00:00
fb1e2b2d-8dda-4c7f-9352-54f0e109d8ab,23de5b8e-13b6-465f-89fd-7aff6ba3cafc,system,system@re-cap.com,approved,2025-02-03 09:00:00
2386417d-915e-4974-9e5d-684ffa1dea04,23de5b8e-13b6-465f-89fd-7aff6ba3cafc,system,system@re-cap.com,approved,2025-02-03 09:00:00
8a81d791-0524-4608-a378-44defb6d3599,23de5b8e-13b6-465f-89fd-7aff6ba3cafc,system,system@re-cap.com,approved,2025-02-03 09:00:00
ce38439f-aa46-4dad-9b4e-f9540ff834b9,d9827b83-cc5f-4046-8577-5238d65fac46,user,alex@etlenterprises.com,rejected,2025-02-03 13:00:00
038d4e05-272c-4e5f-b101-1615cc69b9bc,9f31464e-48de-4baf-a6e1-fb6ab35e53bf,system,system@re-cap.com,approved,2025-02-04 12:00:00
895a6833-d83d-4a5a-a2c3-de35b341d00a,5f5b1c83-f8cf-42b6-b268-39090b92a2e4,user,nicole@datalake.com,rejected,2025-02-05 09:00:00
632e58b9-30b7-4124-81a6-a4baef2632f4,d9827b83-cc5f-4046-8577-5238d65fac46,user,john@etlenterprises.com,rejected,2025-02-05 10:00:00
c4727a0b-9c60-45bd-9f3c-583747b43546,647ed32c-5865-4e84-b0e6-b309d755626b,user,john@etlenterprises.com,rejected,2025-02-05 10:00:00
fd9a43e2-7909-452b-a107-bb860720acef,d9827b83-cc5f-4046-8577-5238d65fac46,user,nicole@etlenterprises.com,rejected,2025-02-05 14:00:00
2a164a32-b965-47f8-aca5-9053a42b99ce,4e520822-0492-45f1-849c-49f9578e308f,user,christine@vectorvelocity.com,approved,2025-02-05 17:24:00
76be9ac8-7265-4ddd-bcf7-e34844c37b69,ecaca76c-e5bf-4658-8a97-5f1430ca74cf,system,system@re-cap.com,approved,2025-02-06 08:00:00
f92acf5c-a1f3-4936-9691-3f86c2a399b5,b3ebc7be-a0b3-430e-961b-0228dad56595,system,system@re-cap.com,approved,2025-02-07 11:00:00
2d5a240b-b87f-44eb-b4e1-8aec92dc81b1,b3ebc7be-a0b3-430e-961b-0228dad56595,system,system@re-cap.com,approved,2025-02-07 11:00:00
8a81d791-0524-4608-a378-44defb6d3599,23de5b8e-13b6-465f-89fd-7aff6ba3cafc,user,nicole@pipelinepioneers.com,rejected,2025-02-07 12:00:00
e6248fef-01fc-4013-bbd1-f130b7df0855,647ed32c-5865-4e84-b0e6-b309d755626b,user,lisa@etlenterprises.com,rejected,2025-02-07 14:00:00
a644f4a8-c3d5-49b6-8cb5-d4caff62e061,5f5b1c83-f8cf-42b6-b268-39090b92a2e4,user,alex@datalake.com,rejected,2025-02-07 15:00:00
76be9ac8-7265-4ddd-bcf7-e34844c37b69,ecaca76c-e5bf-4658-8a97-5f1430ca74cf,user,christine@neuralnetworks.com,rejected,2025-02-07 17:00:00
4687e6a7-5284-4823-bc34-8fa25c8e038b,647ed32c-5865-4e84-b0e6-b309d755626b,user,maria@etlenterprises.com,rejected,2025-02-08 11:00:00
55a91084-12fc-42c5-b059-ad2288f1ef68,4afa5cb8-6dda-40a2-8d9d-2f60150e8c95,system,system@re-cap.com,approved,2025-02-08 12:00:00
a57d29ee-2055-4957-b20a-7123717c12af,6ff72428-a335-46f6-a943-c3d80ac09f63,system,system@re-cap.com,approved,2025-02-09 08:00:00
f92acf5c-a1f3-4936-9691-3f86c2a399b5,b3ebc7be-a0b3-430e-961b-0228dad56595,user,lisa@datalake.com,rejected,2025-02-09 09:00:00
2386417d-915e-4974-9e5d-684ffa1dea04,23de5b8e-13b6-465f-89fd-7aff6ba3cafc,user,alex@pipelinepioneers.com,rejected,2025-02-09 09:00:00
ac4cd36b-a596-411e-9096-06a2135e65b3,6ff72428-a335-46f6-a943-c3d80ac09f63,system,system@re-cap.com,approved,2025-02-09 10:00:00
38c58ef8-e037-484d-a490-facb3ae3cbd0,ebeb2208-a194-4325-9704-ef476b9a2f6c,user,john@datawizards.com,rejected,2025-02-09 12:00:00
e4e9eec7-1b2d-475a-aaf1-6c99610cfe25,ebeb2208-a194-4325-9704-ef476b9a2f6c,user,jessica@datawizards.com,rejected,2025-02-09 13:00:00
beeb632b-93ae-445a-b31c-44d01840c8a2,6ff72428-a335-46f6-a943-c3d80ac09f63,system,system@re-cap.com,approved,2025-02-09 16:00:00
fb1e2b2d-8dda-4c7f-9352-54f0e109d8ab,d38ef4f0-a8a5-4be4-b57f-d2e628cf7ca8,system,system@re-cap.com,approved,2025-02-10 09:00:00
8ec0cf06-3bf4-4922-8aa0-22b5a2d75e0f,a36a38c8-dc63-4658-b90d-d683ba6e3348,system,system@re-cap.com,approved,2025-02-11 10:00:00
e72d4a1f-e53e-4849-86a8-91b44a66343b,a36a38c8-dc63-4658-b90d-d683ba6e3348,system,system@re-cap.com,approved,2025-02-11 11:00:00
80ff8b89-3f4c-4364-9934-41a4ef182f1e,12b0d720-4145-41a1-bf88-53f13c1246d4,system,system@re-cap.com,approved,2025-02-12 09:00:00
e10c74d4-586c-492d-81e4-803736c84773,12b0d720-4145-41a1-bf88-53f13c1246d4,system,system@re-cap.com,approved,2025-02-12 10:00:00
8dac8965-0803-4397-9430-f72355c272d9,12b0d720-4145-41a1-bf88-53f13c1246d4,system,system@re-cap.com,approved,2025-02-12 11:00:00
0a8cb60d-af63-4227-8fe9-fc079f5fd7ea,12b0d720-4145-41a1-bf88-53f13c1246d4,system,system@re-cap.com,approved,2025-02-12 11:00:00
038d4e05-272c-4e5f-b101-1615cc69b9bc,9f31464e-48de-4baf-a6e1-fb6ab35e53bf,user,christine@pipelinepioneers.com,rejected,2025-02-13 09:00:00
c79adc25-6242-4327-b654-81e45116e037,4dc1f37d-3003-4a2d-a159-d006c488bbe0,system,system@re-cap.com,approved,2025-02-13 09:00:00
bc187762-611e-4c3f-8f9a-dbd9137112da,4dc1f37d-3003-4a2d-a159-d006c488bbe0,system,system@re-cap.com,approved,2025-02-13 10:00:00
8ec0cf06-3bf4-4922-8aa0-22b5a2d75e0f,53944fd1-464b-4856-a363-e2d8ffad2207,user,christine@datalake.com,approved,2025-02-13 10:20:00
681e019b-35d7-4adf-a929-ed404e48c67c,4dc1f37d-3003-4a2d-a159-d006c488bbe0,system,system@re-cap.com,approved,2025-02-13 11:00:00
0b7ccea9-510f-4a22-baa9-9d3816adef1f,4dc1f37d-3003-4a2d-a159-d006c488bbe0,system,system@re-cap.com,approved,2025-02-13 11:00:00
bed0405a-4768-4ca5-b15b-df6b18d2134a,f21b6a43-eff5-4aa9-833c-a11208d9641f,user,filip@re-cap.com,approved,2025-02-13 13:00:00
df2a5ccf-243e-475d-8872-7557fd63e4c4,4dee4482-ea57-4ac2-9112-b37d96f5eead,system,system@re-cap.com,approved,2025-02-14 08:00:00
fb3d49c3-80d5-4e99-beaa-7478f1873505,3e51bbec-1a5e-4fcb-9093-c2b98b13203d,system,system@re-cap.com,approved,2025-02-14 09:00:00
2aea3d0c-7142-41be-a6f9-c7f3810a6c79,3e51bbec-1a5e-4fcb-9093-c2b98b13203d,system,system@re-cap.com,approved,2025-02-14 10:00:00
ebc78141-811b-4b27-a335-533ec5dc29f1,3e51bbec-1a5e-4fcb-9093-c2b98b13203d,system,system@re-cap.com,approved,2025-02-14 10:00:00
59690b8a-2f31-40d1-9daf-98f045b9e54b,0bf505c6-4f9f-4a05-9cb0-16189ded0ba8,system,system@re-cap.com,approved,2025-02-14 11:00:00
7eb3df1d-f014-457e-94af-7ebfaf7ef3af,4dee4482-ea57-4ac2-9112-b37d96f5eead,system,system@re-cap.com,approved,2025-02-14 11:00:00
ae21bf61-f3fe-4ec9-b036-9461120c9bfe,0bf505c6-4f9f-4a05-9cb0-16189ded0ba8,system,system@re-cap.com,approved,2025-02-14 11:00:00
1a8dab8f-6332-4e00-abd9-240b8f4e5e88,9cb09d8e-88bc-4909-8790-27bdf9e3feeb,system,system@re-cap.com,approved,2025-02-14 13:00:00
74967a72-2144-4b7f-9185-e860e045d5ef,fa86fd8c-b18a-4c14-912d-bc1fb5671fd9,system,system@re-cap.com,approved,2025-02-15 09:00:00
f96f2bfb-9e9f-40e8-b252-c6f8eae50a0d,fa86fd8c-b18a-4c14-912d-bc1fb5671fd9,system,system@re-cap.com,approved,2025-02-15 10:00:00
80ff8b89-3f4c-4364-9934-41a4ef182f1e,12b0d720-4145-41a1-bf88-53f13c1246d4,user,alex@pipelinepioneers.com,rejected,2025-02-15 12:00:00
94e3e2ac-d26e-402c-ae69-247b34eb7424,764c4383-3063-4b17-960e-6a39e74838f5,system,system@re-cap.com,approved,2025-02-15 15:00:00
117fc0b5-1f57-4836-9af5-bb27ca957178,dcf37c11-7249-4030-b3aa-5c7025e2790d,system,system@re-cap.com,approved,2025-02-16 09:00:00
213b1b75-0e62-439d-a7fc-5fafc6cbe9f0,dcf37c11-7249-4030-b3aa-5c7025e2790d,system,system@re-cap.com,approved,2025-02-16 10:00:00
a2e37cdc-efa3-4a9f-b2fd-aa91ddfe73ad,dcf37c11-7249-4030-b3aa-5c7025e2790d,system,system@re-cap.com,approved,2025-02-16 11:00:00
f8e31fce-1e83-496b-9c7d-d78c5d6fd163,dcf37c11-7249-4030-b3aa-5c7025e2790d,system,system@re-cap.com,approved,2025-02-16 12:00:00
f584ebe4-67f0-46c7-bae7-b1d2a5cdb187,dcf37c11-7249-4030-b3aa-5c7025e2790d,system,system@re-cap.com,approved,2025-02-16 12:00:00
ac4cd36b-a596-411e-9096-06a2135e65b3,6ff72428-a335-46f6-a943-c3d80ac09f63,user,peter@algorhythm.com,rejected,2025-02-16 14:00:00
0a8cb60d-af63-4227-8fe9-fc079f5fd7ea,12b0d720-4145-41a1-bf88-53f13c1246d4,user,john@pipelinepioneers.com,rejected,2025-02-16 14:00:00
2d5a240b-b87f-44eb-b4e1-8aec92dc81b1,b3ebc7be-a0b3-430e-961b-0228dad56595,user,peter@datalake.com,rejected,2025-02-16 15:00:00
9047b763-851c-4cbe-9fa3-83a3191b507c,dcf37c11-7249-4030-b3aa-5c7025e2790d,system,system@re-cap.com,approved,2025-02-16 16:00:00
8ec0cf06-3bf4-4922-8aa0-22b5a2d75e0f,a36a38c8-dc63-4658-b90d-d683ba6e3348,user,john@datalake.com,rejected,2025-02-17 11:00:00
bc187762-611e-4c3f-8f9a-dbd9137112da,4dc1f37d-3003-4a2d-a159-d006c488bbe0,user,maria@datalake.com,rejected,2025-02-17 13:00:00
2aea3d0c-7142-41be-a6f9-c7f3810a6c79,3e51bbec-1a5e-4fcb-9093-c2b98b13203d,user,christine@byteforge.com,rejected,2025-02-17 14:00:00
895a6833-d83d-4a5a-a2c3-de35b341d00a,4dc1f37d-3003-4a2d-a159-d006c488bbe0,user,alex@datalake.com,approved,2025-02-18 09:23:00
a57d29ee-2055-4957-b20a-7123717c12af,6ff72428-a335-46f6-a943-c3d80ac09f63,user,lisa@algorhythm.com,rejected,2025-02-18 10:00:00
8dac8965-0803-4397-9430-f72355c272d9,12b0d720-4145-41a1-bf88-53f13c1246d4,user,john@pipelinepioneers.com,rejected,2025-02-18 14:00:00
8ec0cf06-3bf4-4922-8aa0-22b5a2d75e0f,5f5b1c83-f8cf-42b6-b268-39090b92a2e4,user,jessica@datalake.com,approved,2025-02-18 17:23:00
d8f3d211-dd19-4dc0-9b04-4b0efedbd80c,a7ac84d0-c05e-4b11-bebd-ee67702ea420,system,system@re-cap.com,approved,2025-02-19 09:00:00
90021072-0835-412b-b27f-4198f243126b,df86f048-fbc1-43c1-a8ef-e400d8106b62,system,system@re-cap.com,approved,2025-02-19 11:00:00
ea8cca7c-deba-4ca0-8eac-7553793dcb80,df86f048-fbc1-43c1-a8ef-e400d8106b62,system,system@re-cap.com,approved,2025-02-19 12:00:00
f8e31fce-1e83-496b-9c7d-d78c5d6fd163,dcf37c11-7249-4030-b3aa-5c7025e2790d,user,william@neuralnetworks.com,rejected,2025-02-19 14:00:00
117fc0b5-1f57-4836-9af5-bb27ca957178,dcf37c11-7249-4030-b3aa-5c7025e2790d,user,jessica@neuralnetworks.com,rejected,2025-02-19 17:00:00
0bc02415-6a67-4be1-8ea3-34fe0c590cbf,518c41e5-bbde-4389-9acf-5c694630d819,system,system@re-cap.com,approved,2025-02-20 09:00:00
ff5ab1cd-9f0d-4d4d-9df2-59e3725a2d43,518c41e5-bbde-4389-9acf-5c694630d819,system,system@re-cap.com,approved,2025-02-20 10:00:00
f2d9cd49-06f6-4854-98dd-771d00517252,518c41e5-bbde-4389-9acf-5c694630d819,system,system@re-cap.com,approved,2025-02-20 10:00:00
37500612-e016-4fd4-8af8-1f465de47859,518c41e5-bbde-4389-9acf-5c694630d819,system,system@re-cap.com,approved,2025-02-20 10:00:00
61aa47b7-c21c-45e8-83e0-684bbb6555e9,518c41e5-bbde-4389-9acf-5c694630d819,system,system@re-cap.com,approved,2025-02-20 11:00:00
ae21bf61-f3fe-4ec9-b036-9461120c9bfe,0bf505c6-4f9f-4a05-9cb0-16189ded0ba8,user,christine@algorhythm.com,rejected,2025-02-20 11:00:00
be67ee1c-5b14-4912-b7a6-a2bcb558cf7f,168c1ec2-1fa8-4615-af34-b85e63d55084,system,system@re-cap.com,approved,2025-02-20 12:00:00
76fa1d48-b104-4ae1-99eb-ca7d78d03eb9,168c1ec2-1fa8-4615-af34-b85e63d55084,system,system@re-cap.com,approved,2025-02-20 12:00:00
cbe7b5a0-8073-44d0-9a03-3b2c02d98f77,518c41e5-bbde-4389-9acf-5c694630d819,system,system@re-cap.com,approved,2025-02-20 13:00:00
f584ebe4-67f0-46c7-bae7-b1d2a5cdb187,dcf37c11-7249-4030-b3aa-5c7025e2790d,user,nicole@neuralnetworks.com,rejected,2025-02-20 15:00:00
c79adc25-6242-4327-b654-81e45116e037,4dc1f37d-3003-4a2d-a159-d006c488bbe0,user,maria@datalake.com,rejected,2025-02-20 15:00:00
ed26c5d9-9fff-4ad2-a11b-9538589075f9,168c1ec2-1fa8-4615-af34-b85e63d55084,system,system@re-cap.com,approved,2025-02-20 16:00:00
f96f2bfb-9e9f-40e8-b252-c6f8eae50a0d,fa86fd8c-b18a-4c14-912d-bc1fb5671fd9,user,robert@etlenterprises.com,rejected,2025-02-20 16:00:00
0b7ccea9-510f-4a22-baa9-9d3816adef1f,4dc1f37d-3003-4a2d-a159-d006c488bbe0,user,christine@datalake.com,rejected,2025-02-21 09:00:00
4e0670b6-313c-4726-bd72-574aa40fb993,40eec283-5ddb-468b-aab1-4f20f2dfe587,system,system@re-cap.com,approved,2025-02-21 10:00:00
0cfb9c6c-44d7-4f15-ab14-3650cf22dcb4,fa86fd8c-b18a-4c14-912d-bc1fb5671fd9,user,john@etlenterprises.com,approved,2025-02-21 13:17:00
681e019b-35d7-4adf-a929-ed404e48c67c,4dc1f37d-3003-4a2d-a159-d006c488bbe0,user,christine@datalake.com,rejected,2025-02-21 14:00:00
74967a72-2144-4b7f-9185-e860e045d5ef,fa86fd8c-b18a-4c14-912d-bc1fb5671fd9,user,jessica@etlenterprises.com,rejected,2025-02-22 09:00:00
a221078a-4bbf-4797-af6f-f23a4c9843a4,c5266695-6ac7-4cce-8e9a-d41845fda9c3,user,christine@etlenterprises.com,approved,2025-02-22 09:03:00
ca2d0cbb-ceee-46c9-b782-71f7f964262c,8218cc37-fe3e-473c-aa54-138eb31028a0,system,system@re-cap.com,approved,2025-02-22 11:00:00
d1804428-eca7-4a7a-b3cc-380e998e07f7,2674561c-cd34-412e-b664-3020c41d4a25,system,system@re-cap.com,approved,2025-02-22 11:00:00
fb3d49c3-80d5-4e99-beaa-7478f1873505,3e51bbec-1a5e-4fcb-9093-c2b98b13203d,user,nicole@byteforge.com,rejected,2025-02-22 14:00:00
e601ecf3-df82-4cd9-8e65-586cd3c13976,8218cc37-fe3e-473c-aa54-138eb31028a0,system,system@re-cap.com,approved,2025-02-22 16:00:00
85240804-4e19-48d7-8c92-06a5a4fea82b,2674561c-cd34-412e-b664-3020c41d4a25,system,system@re-cap.com,approved,2025-02-22 16:00:00
df2a5ccf-243e-475d-8872-7557fd63e4c4,4dee4482-ea57-4ac2-9112-b37d96f5eead,user,christine@tensortrading.com,rejected,2025-02-22 17:00:00
0816aca8-70cf-4273-945e-76567572aab0,5690a9f0-66e9-459c-bc8a-39596e41c682,system,system@re-cap.com,approved,2025-02-23 09:00:00
3538db32-6345-4b32-ba2b-dd2b8e8cfa95,5690a9f0-66e9-459c-bc8a-39596e41c682,system,system@re-cap.com,approved,2025-02-23 09:00:00
ebc78141-811b-4b27-a335-533ec5dc29f1,3e51bbec-1a5e-4fcb-9093-c2b98b13203d,user,jessica@byteforge.com,rejected,2025-02-23 09:00:00
